Pkey,data2,data3,data4,data5,data6,data7,data8,data9,data10
4508,data2: 4508,data3: 4508,data4: 4508,data5: 4508,data6: 4508,data7: 4508,data8: 4508,data9: 4508,data10: 4508
4509,data2: 4509,data3: 4509,data4: 4509,data5: 4509,data6: 4509,data7: 4509,data8: 4509,data9: 4509,data10: 4509
4510,data2: 4510,data3: 4510,data4: 4510,data5: 4510,data6: 4510,data7: 4510,data8: 4510,data9: 4510,data10: 4510
4511,data2: 4511,data3: 4511,data4: 4511,data5: 4511,data6: 4511,data7: 4511,data8: 4511,data9: 4511,data10: 4511
4512,data2: 4512,data3: 4512,data4: 4512,data5: 4512,data6: 4512,data7: 4512,data8: 4512,data9: 4512,data10: 4512
4513,data2: 4513,data3: 4513,data4: 4513,data5: 4513,data6: 4513,data7: 4513,data8: 4513,data9: 4513,data10: 4513
4514,data2: 4514,data3: 4514,data4: 4514,data5: 4514,data6: 4514,data7: 4514,data8: 4514,data9: 4514,data10: 4514
4515,data2: 4515,data3: 4515,data4: 4515,data5: 4515,data6: 4515,data7: 4515,data8: 4515,data9: 4515,data10: 4515
4516,data2: 4516,data3: 4516,data4: 4516,data5: 4516,data6: 4516,data7: 4516,data8: 4516,data9: 4516,data10: 4516
4517,data2: 4517,data3: 4517,data4: 4517,data5: 4517,data6: 4517,data7: 4517,data8: 4517,data9: 4517,data10: 4517
4518,data2: 4518,data3: 4518,data4: 4518,data5: 4518,data6: 4518,data7: 4518,data8: 4518,data9: 4518,data10: 4518
4519,data2: 4519,data3: 4519,data4: 4519,data5: 4519,data6: 4519,data7: 4519,data8: 4519,data9: 4519,data10: 4519
4520,data2: 4520,data3: 4520,data4: 4520,data5: 4520,data6: 4520,data7: 4520,data8: 4520,data9: 4520,data10: 4520
4521,data2: 4521,data3: 4521,data4: 4521,data5: 4521,data6: 4521,data7: 4521,data8: 4521,data9: 4521,data10: 4521
4522,data2: 4522,data3: 4522,data4: 4522,data5: 4522,data6: 4522,data7: 4522,data8: 4522,data9: 4522,data10: 4522
4523,data2: 4523,data3: 4523,data4: 4523,data5: 4523,data6: 4523,data7: 4523,data8: 4523,data9: 4523,data10: 4523
4524,data2: 4524,data3: 4524,data4: 4524,data5: 4524,data6: 4524,data7: 4524,data8: 4524,data9: 4524,data10: 4524
4525,data2: 4525,data3: 4525,data4: 4525,data5: 4525,data6: 4525,data7: 4525,data8: 4525,data9: 4525,data10: 4525
4526,data2: 4526,data3: 4526,data4: 4526,data5: 4526,data6: 4526,data7: 4526,data8: 4526,data9: 4526,data10: 4526
4527,data2: 4527,data3: 4527,data4: 4527,data5: 4527,data6: 4527,data7: 4527,data8: 4527,data9: 4527,data10: 4527
4528,data2: 4528,data3: 4528,data4: 4528,data5: 4528,data6: 4528,data7: 4528,data8: 4528,data9: 4528,data10: 4528
4529,data2: 4529,data3: 4529,data4: 4529,data5: 4529,data6: 4529,data7: 4529,data8: 4529,data9: 4529,data10: 4529
4530,data2: 4530,data3: 4530,data4: 4530,data5: 4530,data6: 4530,data7: 4530,data8: 4530,data9: 4530,data10: 4530
4531,data2: 4531,data3: 4531,data4: 4531,data5: 4531,data6: 4531,data7: 4531,data8: 4531,data9: 4531,data10: 4531
4532,data2: 4532,data3: 4532,data4: 4532,data5: 4532,data6: 4532,data7: 4532,data8: 4532,data9: 4532,data10: 4532
4533,data2: 4533,data3: 4533,data4: 4533,data5: 4533,data6: 4533,data7: 4533,data8: 4533,data9: 4533,data10: 4533
4534,data2: 4534,data3: 4534,data4: 4534,data5: 4534,data6: 4534,data7: 4534,data8: 4534,data9: 4534,data10: 4534
4535,data2: 4535,data3: 4535,data4: 4535,data5: 4535,data6: 4535,data7: 4535,data8: 4535,data9: 4535,data10: 4535
4536,data2: 4536,data3: 4536,data4: 4536,data5: 4536,data6: 4536,data7: 4536,data8: 4536,data9: 4536,data10: 4536
4537,data2: 4537,data3: 4537,data4: 4537,data5: 4537,data6: 4537,data7: 4537,data8: 4537,data9: 4537,data10: 4537
4538,data2: 4538,data3: 4538,data4: 4538,data5: 4538,data6: 4538,data7: 4538,data8: 4538,data9: 4538,data10: 4538
4539,data2: 4539,data3: 4539,data4: 4539,data5: 4539,data6: 4539,data7: 4539,data8: 4539,data9: 4539,data10: 4539
4540,data2: 4540,data3: 4540,data4: 4540,data5: 4540,data6: 4540,data7: 4540,data8: 4540,data9: 4540,data10: 4540
4541,data2: 4541,data3: 4541,data4: 4541,data5: 4541,data6: 4541,data7: 4541,data8: 4541,data9: 4541,data10: 4541
4542,data2: 4542,data3: 4542,data4: 4542,data5: 4542,data6: 4542,data7: 4542,data8: 4542,data9: 4542,data10: 4542
4543,data2: 4543,data3: 4543,data4: 4543,data5: 4543,data6: 4543,data7: 4543,data8: 4543,data9: 4543,data10: 4543
4544,data2: 4544,data3: 4544,data4: 4544,data5: 4544,data6: 4544,data7: 4544,data8: 4544,data9: 4544,data10: 4544
4545,data2: 4545,data3: 4545,data4: 4545,data5: 4545,data6: 4545,data7: 4545,data8: 4545,data9: 4545,data10: 4545
4546,data2: 4546,data3: 4546,data4: 4546,data5: 4546,data6: 4546,data7: 4546,data8: 4546,data9: 4546,data10: 4546
4547,data2: 4547,data3: 4547,data4: 4547,data5: 4547,data6: 4547,data7: 4547,data8: 4547,data9: 4547,data10: 4547
4548,data2: 4548,data3: 4548,data4: 4548,data5: 4548,data6: 4548,data7: 4548,data8: 4548,data9: 4548,data10: 4548
4549,data2: 4549,data3: 4549,data4: 4549,data5: 4549,data6: 4549,data7: 4549,data8: 4549,data9: 4549,data10: 4549
4550,data2: 4550,data3: 4550,data4: 4550,data5: 4550,data6: 4550,data7: 4550,data8: 4550,data9: 4550,data10: 4550
4551,data2: 4551,data3: 4551,data4: 4551,data5: 4551,data6: 4551,data7: 4551,data8: 4551,data9: 4551,data10: 4551
4552,data2: 4552,data3: 4552,data4: 4552,data5: 4552,data6: 4552,data7: 4552,data8: 4552,data9: 4552,data10: 4552
4553,data2: 4553,data3: 4553,data4: 4553,data5: 4553,data6: 4553,data7: 4553,data8: 4553,data9: 4553,data10: 4553
4554,data2: 4554,data3: 4554,data4: 4554,data5: 4554,data6: 4554,data7: 4554,data8: 4554,data9: 4554,data10: 4554
4555,data2: 4555,data3: 4555,data4: 4555,data5: 4555,data6: 4555,data7: 4555,data8: 4555,data9: 4555,data10: 4555
4556,data2: 4556,data3: 4556,data4: 4556,data5: 4556,data6: 4556,data7: 4556,data8: 4556,data9: 4556,data10: 4556
4557,data2: 4557,data3: 4557,data4: 4557,data5: 4557,data6: 4557,data7: 4557,data8: 4557,data9: 4557,data10: 4557
4558,data2: 4558,data3: 4558,data4: 4558,data5: 4558,data6: 4558,data7: 4558,data8: 4558,data9: 4558,data10: 4558
4559,data2: 4559,data3: 4559,data4: 4559,data5: 4559,data6: 4559,data7: 4559,data8: 4559,data9: 4559,data10: 4559
4560,data2: 4560,data3: 4560,data4: 4560,data5: 4560,data6: 4560,data7: 4560,data8: 4560,data9: 4560,data10: 4560
4561,data2: 4561,data3: 4561,data4: 4561,data5: 4561,data6: 4561,data7: 4561,data8: 4561,data9: 4561,data10: 4561
4562,data2: 4562,data3: 4562,data4: 4562,data5: 4562,data6: 4562,data7: 4562,data8: 4562,data9: 4562,data10: 4562
4563,data2: 4563,data3: 4563,data4: 4563,data5: 4563,data6: 4563,data7: 4563,data8: 4563,data9: 4563,data10: 4563
4564,data2: 4564,data3: 4564,data4: 4564,data5: 4564,data6: 4564,data7: 4564,data8: 4564,data9: 4564,data10: 4564
4565,data2: 4565,data3: 4565,data4: 4565,data5: 4565,data6: 4565,data7: 4565,data8: 4565,data9: 4565,data10: 4565
4566,data2: 4566,data3: 4566,data4: 4566,data5: 4566,data6: 4566,data7: 4566,data8: 4566,data9: 4566,data10: 4566
4567,data2: 4567,data3: 4567,data4: 4567,data5: 4567,data6: 4567,data7: 4567,data8: 4567,data9: 4567,data10: 4567
4568,data2: 4568,data3: 4568,data4: 4568,data5: 4568,data6: 4568,data7: 4568,data8: 4568,data9: 4568,data10: 4568
4569,data2: 4569,data3: 4569,data4: 4569,data5: 4569,data6: 4569,data7: 4569,data8: 4569,data9: 4569,data10: 4569
4570,data2: 4570,data3: 4570,data4: 4570,data5: 4570,data6: 4570,data7: 4570,data8: 4570,data9: 4570,data10: 4570
4571,data2: 4571,data3: 4571,data4: 4571,data5: 4571,data6: 4571,data7: 4571,data8: 4571,data9: 4571,data10: 4571
4572,data2: 4572,data3: 4572,data4: 4572,data5: 4572,data6: 4572,data7: 4572,data8: 4572,data9: 4572,data10: 4572
4573,data2: 4573,data3: 4573,data4: 4573,data5: 4573,data6: 4573,data7: 4573,data8: 4573,data9: 4573,data10: 4573
4574,data2: 4574,data3: 4574,data4: 4574,data5: 4574,data6: 4574,data7: 4574,data8: 4574,data9: 4574,data10: 4574
4575,data2: 4575,data3: 4575,data4: 4575,data5: 4575,data6: 4575,data7: 4575,data8: 4575,data9: 4575,data10: 4575
4576,data2: 4576,data3: 4576,data4: 4576,data5: 4576,data6: 4576,data7: 4576,data8: 4576,data9: 4576,data10: 4576
4577,data2: 4577,data3: 4577,data4: 4577,data5: 4577,data6: 4577,data7: 4577,data8: 4577,data9: 4577,data10: 4577
4578,data2: 4578,data3: 4578,data4: 4578,data5: 4578,data6: 4578,data7: 4578,data8: 4578,data9: 4578,data10: 4578
4579,data2: 4579,data3: 4579,data4: 4579,data5: 4579,data6: 4579,data7: 4579,data8: 4579,data9: 4579,data10: 4579
4580,data2: 4580,data3: 4580,data4: 4580,data5: 4580,data6: 4580,data7: 4580,data8: 4580,data9: 4580,data10: 4580
4581,data2: 4581,data3: 4581,data4: 4581,data5: 4581,data6: 4581,data7: 4581,data8: 4581,data9: 4581,data10: 4581
4582,data2: 4582,data3: 4582,data4: 4582,data5: 4582,data6: 4582,data7: 4582,data8: 4582,data9: 4582,data10: 4582
4583,data2: 4583,data3: 4583,data4: 4583,data5: 4583,data6: 4583,data7: 4583,data8: 4583,data9: 4583,data10: 4583
4584,data2: 4584,data3: 4584,data4: 4584,data5: 4584,data6: 4584,data7: 4584,data8: 4584,data9: 4584,data10: 4584
4585,data2: 4585,data3: 4585,data4: 4585,data5: 4585,data6: 4585,data7: 4585,data8: 4585,data9: 4585,data10: 4585
4586,data2: 4586,data3: 4586,data4: 4586,data5: 4586,data6: 4586,data7: 4586,data8: 4586,data9: 4586,data10: 4586
4587,data2: 4587,data3: 4587,data4: 4587,data5: 4587,data6: 4587,data7: 4587,data8: 4587,data9: 4587,data10: 4587
4588,data2: 4588,data3: 4588,data4: 4588,data5: 4588,data6: 4588,data7: 4588,data8: 4588,data9: 4588,data10: 4588
4589,data2: 4589,data3: 4589,data4: 4589,data5: 4589,data6: 4589,data7: 4589,data8: 4589,data9: 4589,data10: 4589
4590,data2: 4590,data3: 4590,data4: 4590,data5: 4590,data6: 4590,data7: 4590,data8: 4590,data9: 4590,data10: 4590
4591,data2: 4591,data3: 4591,data4: 4591,data5: 4591,data6: 4591,data7: 4591,data8: 4591,data9: 4591,data10: 4591
4592,data2: 4592,data3: 4592,data4: 4592,data5: 4592,data6: 4592,data7: 4592,data8: 4592,data9: 4592,data10: 4592
4593,data2: 4593,data3: 4593,data4: 4593,data5: 4593,data6: 4593,data7: 4593,data8: 4593,data9: 4593,data10: 4593
4594,data2: 4594,data3: 4594,data4: 4594,data5: 4594,data6: 4594,data7: 4594,data8: 4594,data9: 4594,data10: 4594
4595,data2: 4595,data3: 4595,data4: 4595,data5: 4595,data6: 4595,data7: 4595,data8: 4595,data9: 4595,data10: 4595
4596,data2: 4596,data3: 4596,data4: 4596,data5: 4596,data6: 4596,data7: 4596,data8: 4596,data9: 4596,data10: 4596
4597,data2: 4597,data3: 4597,data4: 4597,data5: 4597,data6: 4597,data7: 4597,data8: 4597,data9: 4597,data10: 4597
4598,data2: 4598,data3: 4598,data4: 4598,data5: 4598,data6: 4598,data7: 4598,data8: 4598,data9: 4598,data10: 4598
4599,data2: 4599,data3: 4599,data4: 4599,data5: 4599,data6: 4599,data7: 4599,data8: 4599,data9: 4599,data10: 4599
4600,data2: 4600,data3: 4600,data4: 4600,data5: 4600,data6: 4600,data7: 4600,data8: 4600,data9: 4600,data10: 4600
233,2334,malformed data!!!!
4601,data2: 4601,data3: 4601,data4: 4601,data5: 4601,data6: 4601,data7: 4601,data8: 4601,data9: 4601,data10: 4601
4602,data2: 4602,data3: 4602,data4: 4602,data5: 4602,data6: 4602,data7: 4602,data8: 4602,data9: 4602,data10: 4602
4603,data2: 4603,data3: 4603,data4: 4603,data5: 4603,data6: 4603,data7: 4603,data8: 4603,data9: 4603,data10: 4603
4604,data2: 4604,data3: 4604,data4: 4604,data5: 4604,data6: 4604,data7: 4604,data8: 4604,data9: 4604,data10: 4604
4605,data2: 4605,data3: 4605,data4: 4605,data5: 4605,data6: 4605,data7: 4605,data8: 4605,data9: 4605,data10: 4605
4606,data2: 4606,data3: 4606,data4: 4606,data5: 4606,data6: 4606,data7: 4606,data8: 4606,data9: 4606,data10: 4606
4607,data2: 4607,data3: 4607,data4: 4607,data5: 4607,data6: 4607,data7: 4607,data8: 4607,data9: 4607,data10: 4607
4608,data2: 4608,data3: 4608,data4: 4608,data5: 4608,data6: 4608,data7: 4608,data8: 4608,data9: 4608,data10: 4608
4609,data2: 4609,data3: 4609,data4: 4609,data5: 4609,data6: 4609,data7: 4609,data8: 4609,data9: 4609,data10: 4609
4610,data2: 4610,data3: 4610,data4: 4610,data5: 4610,data6: 4610,data7: 4610,data8: 4610,data9: 4610,data10: 4610
4611,data2: 4611,data3: 4611,data4: 4611,data5: 4611,data6: 4611,data7: 4611,data8: 4611,data9: 4611,data10: 4611
4612,data2: 4612,data3: 4612,data4: 4612,data5: 4612,data6: 4612,data7: 4612,data8: 4612,data9: 4612,data10: 4612
4613,data2: 4613,data3: 4613,data4: 4613,data5: 4613,data6: 4613,data7: 4613,data8: 4613,data9: 4613,data10: 4613
4614,data2: 4614,data3: 4614,data4: 4614,data5: 4614,data6: 4614,data7: 4614,data8: 4614,data9: 4614,data10: 4614
4615,data2: 4615,data3: 4615,data4: 4615,data5: 4615,data6: 4615,data7: 4615,data8: 4615,data9: 4615,data10: 4615
4616,data2: 4616,data3: 4616,data4: 4616,data5: 4616,data6: 4616,data7: 4616,data8: 4616,data9: 4616,data10: 4616
4617,data2: 4617,data3: 4617,data4: 4617,data5: 4617,data6: 4617,data7: 4617,data8: 4617,data9: 4617,data10: 4617
4618,data2: 4618,data3: 4618,data4: 4618,data5: 4618,data6: 4618,data7: 4618,data8: 4618,data9: 4618,data10: 4618
4619,data2: 4619,data3: 4619,data4: 4619,data5: 4619,data6: 4619,data7: 4619,data8: 4619,data9: 4619,data10: 4619
4620,data2: 4620,data3: 4620,data4: 4620,data5: 4620,data6: 4620,data7: 4620,data8: 4620,data9: 4620,data10: 4620
4621,data2: 4621,data3: 4621,data4: 4621,data5: 4621,data6: 4621,data7: 4621,data8: 4621,data9: 4621,data10: 4621
4622,data2: 4622,data3: 4622,data4: 4622,data5: 4622,data6: 4622,data7: 4622,data8: 4622,data9: 4622,data10: 4622
4623,data2: 4623,data3: 4623,data4: 4623,data5: 4623,data6: 4623,data7: 4623,data8: 4623,data9: 4623,data10: 4623
4624,data2: 4624,data3: 4624,data4: 4624,data5: 4624,data6: 4624,data7: 4624,data8: 4624,data9: 4624,data10: 4624
4625,data2: 4625,data3: 4625,data4: 4625,data5: 4625,data6: 4625,data7: 4625,data8: 4625,data9: 4625,data10: 4625
4626,data2: 4626,data3: 4626,data4: 4626,data5: 4626,data6: 4626,data7: 4626,data8: 4626,data9: 4626,data10: 4626
4627,data2: 4627,data3: 4627,data4: 4627,data5: 4627,data6: 4627,data7: 4627,data8: 4627,data9: 4627,data10: 4627
4628,data2: 4628,data3: 4628,data4: 4628,data5: 4628,data6: 4628,data7: 4628,data8: 4628,data9: 4628,data10: 4628
4629,data2: 4629,data3: 4629,data4: 4629,data5: 4629,data6: 4629,data7: 4629,data8: 4629,data9: 4629,data10: 4629
4630,data2: 4630,data3: 4630,data4: 4630,data5: 4630,data6: 4630,data7: 4630,data8: 4630,data9: 4630,data10: 4630
4631,data2: 4631,data3: 4631,data4: 4631,data5: 4631,data6: 4631,data7: 4631,data8: 4631,data9: 4631,data10: 4631
4632,data2: 4632,data3: 4632,data4: 4632,data5: 4632,data6: 4632,data7: 4632,data8: 4632,data9: 4632,data10: 4632
4633,data2: 4633,data3: 4633,data4: 4633,data5: 4633,data6: 4633,data7: 4633,data8: 4633,data9: 4633,data10: 4633
4634,data2: 4634,data3: 4634,data4: 4634,data5: 4634,data6: 4634,data7: 4634,data8: 4634,data9: 4634,data10: 4634
4635,data2: 4635,data3: 4635,data4: 4635,data5: 4635,data6: 4635,data7: 4635,data8: 4635,data9: 4635,data10: 4635
4636,data2: 4636,data3: 4636,data4: 4636,data5: 4636,data6: 4636,data7: 4636,data8: 4636,data9: 4636,data10: 4636
4637,data2: 4637,data3: 4637,data4: 4637,data5: 4637,data6: 4637,data7: 4637,data8: 4637,data9: 4637,data10: 4637
4638,data2: 4638,data3: 4638,data4: 4638,data5: 4638,data6: 4638,data7: 4638,data8: 4638,data9: 4638,data10: 4638
4639,data2: 4639,data3: 4639,data4: 4639,data5: 4639,data6: 4639,data7: 4639,data8: 4639,data9: 4639,data10: 4639
4640,data2: 4640,data3: 4640,data4: 4640,data5: 4640,data6: 4640,data7: 4640,data8: 4640,data9: 4640,data10: 4640
4641,data2: 4641,data3: 4641,data4: 4641,data5: 4641,data6: 4641,data7: 4641,data8: 4641,data9: 4641,data10: 4641
4642,data2: 4642,data3: 4642,data4: 4642,data5: 4642,data6: 4642,data7: 4642,data8: 4642,data9: 4642,data10: 4642
4643,data2: 4643,data3: 4643,data4: 4643,data5: 4643,data6: 4643,data7: 4643,data8: 4643,data9: 4643,data10: 4643
4644,data2: 4644,data3: 4644,data4: 4644,data5: 4644,data6: 4644,data7: 4644,data8: 4644,data9: 4644,data10: 4644
4645,data2: 4645,data3: 4645,data4: 4645,data5: 4645,data6: 4645,data7: 4645,data8: 4645,data9: 4645,data10: 4645
4646,data2: 4646,data3: 4646,data4: 4646,data5: 4646,data6: 4646,data7: 4646,data8: 4646,data9: 4646,data10: 4646
4647,data2: 4647,data3: 4647,data4: 4647,data5: 4647,data6: 4647,data7: 4647,data8: 4647,data9: 4647,data10: 4647
4648,data2: 4648,data3: 4648,data4: 4648,data5: 4648,data6: 4648,data7: 4648,data8: 4648,data9: 4648,data10: 4648
4649,data2: 4649,data3: 4649,data4: 4649,data5: 4649,data6: 4649,data7: 4649,data8: 4649,data9: 4649,data10: 4649
4650,data2: 4650,data3: 4650,data4: 4650,data5: 4650,data6: 4650,data7: 4650,data8: 4650,data9: 4650,data10: 4650
4651,data2: 4651,data3: 4651,data4: 4651,data5: 4651,data6: 4651,data7: 4651,data8: 4651,data9: 4651,data10: 4651
4652,data2: 4652,data3: 4652,data4: 4652,data5: 4652,data6: 4652,data7: 4652,data8: 4652,data9: 4652,data10: 4652
4653,data2: 4653,data3: 4653,data4: 4653,data5: 4653,data6: 4653,data7: 4653,data8: 4653,data9: 4653,data10: 4653
4654,data2: 4654,data3: 4654,data4: 4654,data5: 4654,data6: 4654,data7: 4654,data8: 4654,data9: 4654,data10: 4654
4655,data2: 4655,data3: 4655,data4: 4655,data5: 4655,data6: 4655,data7: 4655,data8: 4655,data9: 4655,data10: 4655
4656,data2: 4656,data3: 4656,data4: 4656,data5: 4656,data6: 4656,data7: 4656,data8: 4656,data9: 4656,data10: 4656
4657,data2: 4657,data3: 4657,data4: 4657,data5: 4657,data6: 4657,data7: 4657,data8: 4657,data9: 4657,data10: 4657
4658,data2: 4658,data3: 4658,data4: 4658,data5: 4658,data6: 4658,data7: 4658,data8: 4658,data9: 4658,data10: 4658
4659,data2: 4659,data3: 4659,data4: 4659,data5: 4659,data6: 4659,data7: 4659,data8: 4659,data9: 4659,data10: 4659
4660,data2: 4660,data3: 4660,data4: 4660,data5: 4660,data6: 4660,data7: 4660,data8: 4660,data9: 4660,data10: 4660
4661,data2: 4661,data3: 4661,data4: 4661,data5: 4661,data6: 4661,data7: 4661,data8: 4661,data9: 4661,data10: 4661
4662,data2: 4662,data3: 4662,data4: 4662,data5: 4662,data6: 4662,data7: 4662,data8: 4662,data9: 4662,data10: 4662
4663,data2: 4663,data3: 4663,data4: 4663,data5: 4663,data6: 4663,data7: 4663,data8: 4663,data9: 4663,data10: 4663
4664,data2: 4664,data3: 4664,data4: 4664,data5: 4664,data6: 4664,data7: 4664,data8: 4664,data9: 4664,data10: 4664
4665,data2: 4665,data3: 4665,data4: 4665,data5: 4665,data6: 4665,data7: 4665,data8: 4665,data9: 4665,data10: 4665
4666,data2: 4666,data3: 4666,data4: 4666,data5: 4666,data6: 4666,data7: 4666,data8: 4666,data9: 4666,data10: 4666
4667,data2: 4667,data3: 4667,data4: 4667,data5: 4667,data6: 4667,data7: 4667,data8: 4667,data9: 4667,data10: 4667
4668,data2: 4668,data3: 4668,data4: 4668,data5: 4668,data6: 4668,data7: 4668,data8: 4668,data9: 4668,data10: 4668
4669,data2: 4669,data3: 4669,data4: 4669,data5: 4669,data6: 4669,data7: 4669,data8: 4669,data9: 4669,data10: 4669
4670,data2: 4670,data3: 4670,data4: 4670,data5: 4670,data6: 4670,data7: 4670,data8: 4670,data9: 4670,data10: 4670
4671,data2: 4671,data3: 4671,data4: 4671,data5: 4671,data6: 4671,data7: 4671,data8: 4671,data9: 4671,data10: 4671
4672,data2: 4672,data3: 4672,data4: 4672,data5: 4672,data6: 4672,data7: 4672,data8: 4672,data9: 4672,data10: 4672
4673,data2: 4673,data3: 4673,data4: 4673,data5: 4673,data6: 4673,data7: 4673,data8: 4673,data9: 4673,data10: 4673
4674,data2: 4674,data3: 4674,data4: 4674,data5: 4674,data6: 4674,data7: 4674,data8: 4674,data9: 4674,data10: 4674
4675,data2: 4675,data3: 4675,data4: 4675,data5: 4675,data6: 4675,data7: 4675,data8: 4675,data9: 4675,data10: 4675
4676,data2: 4676,data3: 4676,data4: 4676,data5: 4676,data6: 4676,data7: 4676,data8: 4676,data9: 4676,data10: 4676
4677,data2: 4677,data3: 4677,data4: 4677,data5: 4677,data6: 4677,data7: 4677,data8: 4677,data9: 4677,data10: 4677
4678,data2: 4678,data3: 4678,data4: 4678,data5: 4678,data6: 4678,data7: 4678,data8: 4678,data9: 4678,data10: 4678
4679,data2: 4679,data3: 4679,data4: 4679,data5: 4679,data6: 4679,data7: 4679,data8: 4679,data9: 4679,data10: 4679
4680,data2: 4680,data3: 4680,data4: 4680,data5: 4680,data6: 4680,data7: 4680,data8: 4680,data9: 4680,data10: 4680
4681,data2: 4681,data3: 4681,data4: 4681,data5: 4681,data6: 4681,data7: 4681,data8: 4681,data9: 4681,data10: 4681
4682,data2: 4682,data3: 4682,data4: 4682,data5: 4682,data6: 4682,data7: 4682,data8: 4682,data9: 4682,data10: 4682
4683,data2: 4683,data3: 4683,data4: 4683,data5: 4683,data6: 4683,data7: 4683,data8: 4683,data9: 4683,data10: 4683
4684,data2: 4684,data3: 4684,data4: 4684,data5: 4684,data6: 4684,data7: 4684,data8: 4684,data9: 4684,data10: 4684
4685,data2: 4685,data3: 4685,data4: 4685,data5: 4685,data6: 4685,data7: 4685,data8: 4685,data9: 4685,data10: 4685
4686,data2: 4686,data3: 4686,data4: 4686,data5: 4686,data6: 4686,data7: 4686,data8: 4686,data9: 4686,data10: 4686
4687,data2: 4687,data3: 4687,data4: 4687,data5: 4687,data6: 4687,data7: 4687,data8: 4687,data9: 4687,data10: 4687
4688,data2: 4688,data3: 4688,data4: 4688,data5: 4688,data6: 4688,data7: 4688,data8: 4688,data9: 4688,data10: 4688
4689,data2: 4689,data3: 4689,data4: 4689,data5: 4689,data6: 4689,data7: 4689,data8: 4689,data9: 4689,data10: 4689
4690,data2: 4690,data3: 4690,data4: 4690,data5: 4690,data6: 4690,data7: 4690,data8: 4690,data9: 4690,data10: 4690
4691,data2: 4691,data3: 4691,data4: 4691,data5: 4691,data6: 4691,data7: 4691,data8: 4691,data9: 4691,data10: 4691
4692,data2: 4692,data3: 4692,data4: 4692,data5: 4692,data6: 4692,data7: 4692,data8: 4692,data9: 4692,data10: 4692
4693,data2: 4693,data3: 4693,data4: 4693,data5: 4693,data6: 4693,data7: 4693,data8: 4693,data9: 4693,data10: 4693
4694,data2: 4694,data3: 4694,data4: 4694,data5: 4694,data6: 4694,data7: 4694,data8: 4694,data9: 4694,data10: 4694
4695,data2: 4695,data3: 4695,data4: 4695,data5: 4695,data6: 4695,data7: 4695,data8: 4695,data9: 4695,data10: 4695
4696,data2: 4696,data3: 4696,data4: 4696,data5: 4696,data6: 4696,data7: 4696,data8: 4696,data9: 4696,data10: 4696
4697,data2: 4697,data3: 4697,data4: 4697,data5: 4697,data6: 4697,data7: 4697,data8: 4697,data9: 4697,data10: 4697
4698,data2: 4698,data3: 4698,data4: 4698,data5: 4698,data6: 4698,data7: 4698,data8: 4698,data9: 4698,data10: 4698
4699,data2: 4699,data3: 4699,data4: 4699,data5: 4699,data6: 4699,data7: 4699,data8: 4699,data9: 4699,data10: 4699
4700,data2: 4700,data3: 4700,data4: 4700,data5: 4700,data6: 4700,data7: 4700,data8: 4700,data9: 4700,data10: 4700
233,2334,malformed data!!!!
4701,data2: 4701,data3: 4701,data4: 4701,data5: 4701,data6: 4701,data7: 4701,data8: 4701,data9: 4701,data10: 4701
4702,data2: 4702,data3: 4702,data4: 4702,data5: 4702,data6: 4702,data7: 4702,data8: 4702,data9: 4702,data10: 4702
4703,data2: 4703,data3: 4703,data4: 4703,data5: 4703,data6: 4703,data7: 4703,data8: 4703,data9: 4703,data10: 4703
4704,data2: 4704,data3: 4704,data4: 4704,data5: 4704,data6: 4704,data7: 4704,data8: 4704,data9: 4704,data10: 4704
4705,data2: 4705,data3: 4705,data4: 4705,data5: 4705,data6: 4705,data7: 4705,data8: 4705,data9: 4705,data10: 4705
4706,data2: 4706,data3: 4706,data4: 4706,data5: 4706,data6: 4706,data7: 4706,data8: 4706,data9: 4706,data10: 4706
4707,data2: 4707,data3: 4707,data4: 4707,data5: 4707,data6: 4707,data7: 4707,data8: 4707,data9: 4707,data10: 4707
4708,data2: 4708,data3: 4708,data4: 4708,data5: 4708,data6: 4708,data7: 4708,data8: 4708,data9: 4708,data10: 4708
4709,data2: 4709,data3: 4709,data4: 4709,data5: 4709,data6: 4709,data7: 4709,data8: 4709,data9: 4709,data10: 4709
4710,data2: 4710,data3: 4710,data4: 4710,data5: 4710,data6: 4710,data7: 4710,data8: 4710,data9: 4710,data10: 4710
4711,data2: 4711,data3: 4711,data4: 4711,data5: 4711,data6: 4711,data7: 4711,data8: 4711,data9: 4711,data10: 4711
4712,data2: 4712,data3: 4712,data4: 4712,data5: 4712,data6: 4712,data7: 4712,data8: 4712,data9: 4712,data10: 4712
4713,data2: 4713,data3: 4713,data4: 4713,data5: 4713,data6: 4713,data7: 4713,data8: 4713,data9: 4713,data10: 4713
4714,data2: 4714,data3: 4714,data4: 4714,data5: 4714,data6: 4714,data7: 4714,data8: 4714,data9: 4714,data10: 4714
4715,data2: 4715,data3: 4715,data4: 4715,data5: 4715,data6: 4715,data7: 4715,data8: 4715,data9: 4715,data10: 4715
4716,data2: 4716,data3: 4716,data4: 4716,data5: 4716,data6: 4716,data7: 4716,data8: 4716,data9: 4716,data10: 4716
4717,data2: 4717,data3: 4717,data4: 4717,data5: 4717,data6: 4717,data7: 4717,data8: 4717,data9: 4717,data10: 4717
4718,data2: 4718,data3: 4718,data4: 4718,data5: 4718,data6: 4718,data7: 4718,data8: 4718,data9: 4718,data10: 4718
